format	1
dependency	NumStability.Source.Higham.Chapter11.Higham11BunchTraceHadamard	NumStability.Algorithms.HighamChapter9	NumStability.higham9_14_completePivotWilkinsonBound_le_of_le	0	1
dependency	NumStability.Source.Higham.Chapter11.Higham11BunchTraceHadamard	NumStability.Algorithms.HighamChapter9	NumStability.higham9_14_completePivotWilkinsonBound_nonneg	0	1
dependency	NumStability.Source.Higham.Chapter11.Higham11BunchTraceHadamard	NumStability.Algorithms.HighamChapter9	NumStability.higham9_14_completePivotWilkinsonBound_two	0	1
dependency	NumStability.Source.Higham.Chapter11.Higham11BunchTraceHadamard	NumStability.Algorithms.HighamChapter9	NumStability.higham9_1_completePivotChoice	0	1
dependency	NumStability.Source.Higham.Chapter11.Higham11BunchTraceHadamard	NumStability.Algorithms.HighamChapter9	NumStability.higham9_1_exists_first_completePivotChoice_pivot_ne_zero_of_det_ne_zero	0	1
dependency	NumStability.Source.Higham.Chapter11.Higham11BunchTraceHadamard	NumStability.Algorithms.HighamChapter9	NumStability.higham9_hadamard_det_sq_le_pow_maxEntryNorm	0	1
dependency	NumStability.Source.Higham.Chapter11.Higham11Chapter9ActualExecutorBridge	NumStability.Algorithms.HighamChapter9	NumStability.higham9_23_condSkeel_nonneg	0	1
dependency	NumStability.Source.Higham.Chapter11.Higham11Chapter9BridgeClosure	NumStability.Algorithms.HighamChapter9	NumStability.higham9_14_completePivotWilkinsonBound	1	2
dependency	NumStability.Source.Higham.Chapter11.Higham11Chapter9BridgeClosure	NumStability.Algorithms.HighamChapter9	NumStability.higham9_14_completePivotWilkinsonBound_nonneg	0	1
dependency	NumStability.Source.Higham.Chapter11.Higham11Chapter9BridgeClosure	NumStability.Algorithms.HighamChapter9	NumStability.higham9_23_condSkeel_nonneg	0	3
dependency	NumStability.Source.Higham.Chapter11.Higham11Chapter9BridgeClosure	NumStability.Algorithms.HighamChapter9	NumStability.higham9_23_firstOrderLe_of_backward_error_coeff	0	1
dependency	NumStability.Source.Higham.Chapter11.Section02.Aasen	NumStability.Algorithms.HighamChapter9	NumStability.higham9_13_colDiagDom_tridiag_growth_bound_3_of_LUFactSpec	0	1
dependency	NumStability.Source.Higham.Chapter11.Section02.Aasen	NumStability.Algorithms.HighamChapter9	NumStability.higham9_13_rowDiagDom_tridiag_growth_bound_3_of_LUFactSpec	0	1
dependency	NumStability.Source.Higham.Chapter11.Section02.Aasen	NumStability.Algorithms.HighamChapter9	NumStability.higham9_14_f	583	566
dependency	NumStability.Source.Higham.Chapter11.Section02.Aasen	NumStability.Algorithms.HighamChapter9	NumStability.higham9_14_f_mono_nonneg	0	2
dependency	NumStability.Source.Higham.Chapter11.Section02.Aasen	NumStability.Algorithms.HighamChapter9	NumStability.higham9_14_f_nonneg	0	30
dependency	NumStability.Source.Higham.Chapter11.Section02.Aasen	NumStability.Algorithms.HighamChapter9	NumStability.higham9_20_tridiag_lu_perturbation_model	1122	1120
dependency	NumStability.Source.Higham.Chapter11.Section02.Aasen	NumStability.Algorithms.HighamChapter9	NumStability.higham9_21_tridiag_solve_perturbation_model	2	3
dependency	NumStability.Source.Higham.Chapter11.Section02.Aasen	NumStability.Algorithms.HighamChapter9	NumStability.higham9_21_tridiag_solve_perturbation_model_of_fl_triangular_solves_gamma	0	1
dependency	NumStability.Source.Higham.Chapter11.Section02.Aasen	NumStability.Algorithms.HighamChapter9	NumStability.higham9_22_source_f_bound_of_9_20_9_21_models	0	1
dependency	NumStability.Source.Higham.Chapter11.Section02.Aasen	NumStability.Algorithms.HighamChapter9	NumStability.higham9_2_leadingPrincipalBlock	370	370
dependency	NumStability.Source.Higham.Chapter11.Section02.Aasen	NumStability.Algorithms.HighamChapter9	NumStability.higham9_6_IsTotallyNonnegative	370	370
dependency	NumStability.Source.Higham.Chapter11.Section02.Aasen	NumStability.Algorithms.HighamChapter9	NumStability.higham9_6_trailingPrincipalBlock	168	168
dependency	NumStability.Source.Higham.Chapter11.Section02.Aasen	NumStability.Algorithms.HighamChapter9	NumStability.higham9_8_checkerboardConjugate	370	370
dependency	NumStability.Source.Higham.Chapter11.Section02.Aasen	NumStability.Algorithms.HighamChapter9	NumStability.higham9_8_checkerboard_totalNonnegative_LUFactSpec_abs_product_eq_abs_of_pos	0	1
dependency	NumStability.Source.Higham.Chapter11.Section02.Aasen	NumStability.Algorithms.HighamChapter9	NumStability.higham9_8_checkerboard_totalNonnegative_LUFactSpec_abs_product_eq_abs_of_principalBlock_inequalities	0	1
