module	path	base_blob_oid	current_tier	debt_flags	phase_scope	lane_id	wave_id	planned_actions	rationale
NumStability.Algorithms.Ch10KahanSharpnessSource	NumStability/Algorithms/Ch10KahanSharpnessSource.lean	d4056b949f5b626c56972e35b77972f25ce9b528	unclassified	noncanonical_modules;unclassified_modules	in_scope	local-lane	W03	classify;migrate;rename	Exact unclassified inventory; dependency wave W03.
NumStability.Algorithms.Ch10Lemma1011Source	NumStability/Algorithms/Ch10Lemma1011Source.lean	c25f4ff250698797509fb660786719b49c707ff7	unclassified	noncanonical_modules;unclassified_modules	in_scope	local-lane	W03	classify;migrate;rename	Exact unclassified inventory; dependency wave W03.
NumStability.Algorithms.Ch10PivotedPSDSourceClosure	NumStability/Algorithms/Ch10PivotedPSDSourceClosure.lean	04c754468dd7812253fce73c4ccbb9b1fbe713a3	unclassified	noncanonical_modules;unclassified_modules	in_scope	local-lane	W03	classify;migrate;rename	Exact unclassified inventory; dependency wave W03.
NumStability.Algorithms.Ch10Theorem107FailureVacuity	NumStability/Algorithms/Ch10Theorem107FailureVacuity.lean	354b38120268e4454c3da46fdd81048a23726eea	unclassified	missing_module_docstrings;noncanonical_modules;unclassified_modules	in_scope	local-lane	W03	classify;document;migrate;rename	Exact unclassified inventory; dependency wave W03.
NumStability.Algorithms.Ch10Theorem108Componentwise	NumStability/Algorithms/Ch10Theorem108Componentwise.lean	0a3c59cd1138722b14b7db29bc03d1bd6ca094c6	unclassified	noncanonical_modules;unclassified_modules	in_scope	local-lane	W03	classify;migrate;rename	Exact unclassified inventory; dependency wave W03.
NumStability.Algorithms.Ch10Theorem108Source	NumStability/Algorithms/Ch10Theorem108Source.lean	7cbeac198f88cd9dfe7169d9942f154eb9e76bd4	unclassified	noncanonical_modules;unclassified_modules	in_scope	local-lane	W03	classify;migrate;rename	Exact unclassified inventory; dependency wave W03.
NumStability.Algorithms.Ch14AsymptoticFamilies	NumStability/Algorithms/Ch14AsymptoticFamilies.lean	57e1fc695b01009b0e7686e035ad6b7b0d582b19	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;migrate;rename;split	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14BlockTriInverse	NumStability/Algorithms/Ch14BlockTriInverse.lean	cc0f798fad2b2904698fa2952348fbe4978efbd2	unclassified	missing_module_docstrings;noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;document;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14Cor146UniformInverseBridge	NumStability/Algorithms/Ch14Cor146UniformInverseBridge.lean	37a1c2355cf99b7011d7e79fdb938c255fb2cfce	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14Cor147FinalDivisionFamilyClosure	NumStability/Algorithms/Ch14Cor147FinalDivisionFamilyClosure.lean	67f3517ef714094a8b142bd8b3f10473fc5e627e	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14Cor147SourceDomainConstructor	NumStability/Algorithms/Ch14Cor147SourceDomainConstructor.lean	55bae9472904e30a7fffd0801f887bdf8c6fd7ff	unclassified	missing_module_docstrings;noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;document;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14Corollary146Closure	NumStability/Algorithms/Ch14Corollary146Closure.lean	9aaf20381609519e65e20795a3156026beecd266	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14Corollary146Concrete	NumStability/Algorithms/Ch14Corollary146Concrete.lean	b8d98091c6fc62ad8602a18dd8fa98ce5c3c0104	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14Corollary146SourceClosure	NumStability/Algorithms/Ch14Corollary146SourceClosure.lean	cb3db7b39b41bfa82731ed125baca0ff2f6017f2	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14Corollary147	NumStability/Algorithms/Ch14Corollary147.lean	687126c4074527e0bad39439e3bd03416ecd0c16	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14Corollary147Closure	NumStability/Algorithms/Ch14Corollary147Closure.lean	1df174b2024c28a248717ab8601719ab4bcfcd17	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14Corollary147Concrete	NumStability/Algorithms/Ch14Corollary147Concrete.lean	dd547252466a3a22681d4814b9ba100ff09c8cea	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14Corollary147SourceClosure	NumStability/Algorithms/Ch14Corollary147SourceClosure.lean	d632708c7a1f429a679c2f33a13cbf8e309e0422	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14Corollary147WeakFamily	NumStability/Algorithms/Ch14Corollary147WeakFamily.lean	1184fdb07714f6c7d572afb6fd449eb57b4a4f54	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14ForwardErrorEndpoint	NumStability/Algorithms/Ch14ForwardErrorEndpoint.lean	407f6640bd279ef6da172216acaa241997d9b1e0	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14GJEActualDoolittleAdapter	NumStability/Algorithms/Ch14GJEActualDoolittleAdapter.lean	d2eed5e00e5871a4bb58f2bc60c77563f4578adc	unclassified	missing_module_docstrings;noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;document;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14GJEAsymptoticFamilies	NumStability/Algorithms/Ch14GJEAsymptoticFamilies.lean	3c0155362d90c2fb51b026a847634e72d2d007e8	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14GJEFinalDivisionClosure	NumStability/Algorithms/Ch14GJEFinalDivisionClosure.lean	f5268d7bf1533123891803a1138b1a969c929d97	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14GJEOperationalBridge	NumStability/Algorithms/Ch14GJEOperationalBridge.lean	836824bc463e2f50bbbaca352b5774eb9491e9cf	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14GJEPrintedEnvelopeClosure	NumStability/Algorithms/Ch14GJEPrintedEnvelopeClosure.lean	a6c6b53929c1d8b8eb50700d60a11e5b6dcb955d	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14GJESourceAccumulationBridge	NumStability/Algorithms/Ch14GJESourceAccumulationBridge.lean	6393a9db63acb4cce7533f39f8dcaf979da0919a	unclassified	missing_module_docstrings;noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;document;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14GJETheorem145SourceClosure	NumStability/Algorithms/Ch14GJETheorem145SourceClosure.lean	95f682587c8c522d7f28e53fc87cb62e70a8eca0	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14GaussJordanAccumulation	NumStability/Algorithms/Ch14GaussJordanAccumulation.lean	0c89c14398c37963af0b8e8cc3a3dca857934f7b	unclassified	missing_module_docstrings;noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;document;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14GaussJordanQConstruction	NumStability/Algorithms/Ch14GaussJordanQConstruction.lean	b8d4b52ec306df128dd7105339a7b27a5f50d169	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14GaussJordanSPDCorollary	NumStability/Algorithms/Ch14GaussJordanSPDCorollary.lean	6e59107bfb969e0a4e7c248cf7159fa05d5c6d70	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14GaussJordanSourceClosure	NumStability/Algorithms/Ch14GaussJordanSourceClosure.lean	9c53382afe3af2690c84093f773ae95f5f0f17ba	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14GaussJordanStep	NumStability/Algorithms/Ch14GaussJordanStep.lean	ccdf858996240f402bf10ef8c1a18b6728288c8d	unclassified	missing_module_docstrings;noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;document;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14HymanDeterminant	NumStability/Algorithms/Ch14HymanDeterminant.lean	3ffdb93411c4a12e354db5845105952125d16642	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Ch14Method1BWhole	NumStability/Algorithms/Ch14Method1BWhole.lean	b0b18da89c382675bb3a9f17d11804f7458ab435	unclassified	missing_module_docstrings;noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;document;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14Method2C	NumStability/Algorithms/Ch14Method2C.lean	a18079ab13e1bc20225007f8aab8af2f05fde646	unclassified	missing_module_docstrings;noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;document;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14Method2CWhole	NumStability/Algorithms/Ch14Method2CWhole.lean	40b1c86aa17da33ec393ae209c884f1786df2ebb	unclassified	missing_module_docstrings;noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;document;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14Method2Loop	NumStability/Algorithms/Ch14Method2Loop.lean	520272e2f0549e46f28c815f4f9d37a35104c915	unclassified	missing_module_docstrings;noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;document;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14MethodDLeftResidual	NumStability/Algorithms/Ch14MethodDLeftResidual.lean	083918fc0af7a60d3126d6a6186ca561a0892c99	unclassified	missing_module_docstrings;noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;document;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14MethodDProductDischarge	NumStability/Algorithms/Ch14MethodDProductDischarge.lean	a5f6951311fccb241a5b1e92d0963777333de0f3	unclassified	missing_module_docstrings;noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;document;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14MethodDUpperCertificate	NumStability/Algorithms/Ch14MethodDUpperCertificate.lean	166cb31e68cde90efea4ace99bb5c569f5f7e1a3	unclassified	missing_module_docstrings;noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;document;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14MethodsBC	NumStability/Algorithms/Ch14MethodsBC.lean	a3a04ce88e6226afd3ca450d183ead6c186122ba	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14Problem1413Boundary	NumStability/Algorithms/Ch14Problem1413Boundary.lean	1014932894a3f0f3c783a28d7f1ee8ff0540ae42	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Ch14Problem142	NumStability/Algorithms/Ch14Problem142.lean	09680f5d1000524225c0329d574cf5e62e100545	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14Problem142Families	NumStability/Algorithms/Ch14Problem142Families.lean	9ae7bf7c559e89281853c0a067f20487906c363e	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14Problem142Method2B	NumStability/Algorithms/Ch14Problem142Method2B.lean	452cf8392096785ceb99ea5c122dc88cc451d397	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;migrate;rename	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14ProductErrorNotation	NumStability/Algorithms/Ch14ProductErrorNotation.lean	d160e74c8e82ecd6ae6e90d58d65957ab5ff98db	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W08	classify;migrate;rename;split	Exact unclassified inventory; dependency wave W08.
NumStability.Algorithms.Ch14SchulzIteration	NumStability/Algorithms/Ch14SchulzIteration.lean	181fec6e5026775cd1fe728bbd20bd3365148104	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Ch14SchulzRectangular	NumStability/Algorithms/Ch14SchulzRectangular.lean	4942c530dbff3ade6e60992e433778a0f5528322	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Ch14SchulzSpectralConvergence	NumStability/Algorithms/Ch14SchulzSpectralConvergence.lean	674b0cb189f09b2c838fcc6af19332b1305ebadf	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Ch14SourceCorrections	NumStability/Algorithms/Ch14SourceCorrections.lean	4bd9eff79f12fd596fdccdc035b4135c78a50b1b	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Ch15CondEstimators	NumStability/Algorithms/Ch15CondEstimators.lean	e0ffd658cc8a77ee8f152068e691ce7b7a63dd3c	unclassified	missing_module_docstrings;noncanonical_modules;unclassified_modules	in_scope	remote-lane	W10	classify;document;rename	Exact unclassified inventory; dependency wave W10.
NumStability.Algorithms.Ch15DixonClosure	NumStability/Algorithms/Ch15DixonClosure.lean	45a218325f3097908a395347e61fff7f62dede4d	unclassified	missing_module_docstrings;noncanonical_modules;unclassified_modules	in_scope	remote-lane	W10	classify;document;migrate;rename	Exact unclassified inventory; dependency wave W10.
NumStability.Algorithms.Ch15DixonProbability	NumStability/Algorithms/Ch15DixonProbability.lean	81de7300344cbf762ad9e71771d30a510e318e27	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W10	classify;migrate;rename	Exact unclassified inventory; dependency wave W10.
NumStability.Algorithms.Ch4KahanFiniteFamily	NumStability/Algorithms/Ch4KahanFiniteFamily.lean	ee151ac7461406fde0dd01ae20b3a096e9dea657	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Ch5DerivativeError	NumStability/Algorithms/Ch5DerivativeError.lean	7ac56c90a0547c4fdb0549dab250b6623f1a5347	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W12	classify;migrate;rename	Exact unclassified inventory; dependency wave W12.
NumStability.Algorithms.Ch5LejaProducer	NumStability/Algorithms/Ch5LejaProducer.lean	fa5a06ad750d1be9babf83dab00178d3f66131d9	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W12	classify;migrate;rename	Exact unclassified inventory; dependency wave W12.
NumStability.Algorithms.Ch5NewtonForm	NumStability/Algorithms/Ch5NewtonForm.lean	d39bd7675eb5524f5c52d897d9b1c2e811d68e77	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W12	classify;migrate;rename	Exact unclassified inventory; dependency wave W12.
NumStability.Algorithms.Ch5SourceClosure	NumStability/Algorithms/Ch5SourceClosure.lean	54f2a25a4c84f726fb872d0789f9bb11781eff27	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W12	classify;migrate;rename	Exact unclassified inventory; dependency wave W12.
NumStability.Algorithms.Chapter06Lemma66	NumStability/Algorithms/Chapter06Lemma66.lean	1c1c0267b30cf6cb26ddd3a0a90d82c7c999bd10	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Chapter14Problem1415Weyl	NumStability/Algorithms/Chapter14Problem1415Weyl.lean	bd5a86d86518c12f9fa352d1525d210367321a1e	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Chapter15CondEst	NumStability/Algorithms/Chapter15CondEst.lean	3f687df1663909c7ad1f736ed4a4a4150a516397	unclassified	noncanonical_modules;unclassified_modules	in_scope	remote-lane	W10	classify;migrate;rename	Exact unclassified inventory; dependency wave W10.
NumStability.Algorithms.Cholesky.Aasen118ReducedCh11Closure	NumStability/Algorithms/Cholesky/Aasen118ReducedCh11Closure.lean	cd5637356b61a5e3ec2bfdc0bcb7620e9e280625	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Cholesky.AasenAdjacentPivotOperationalMiddleCh11	NumStability/Algorithms/Cholesky/AasenAdjacentPivotOperationalMiddleCh11.lean	480bff3197fc88736c0f406246f854c88a651745	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Cholesky.AasenAdjacentPivotResidualDomainCh11Discrepancy	NumStability/Algorithms/Cholesky/AasenAdjacentPivotResidualDomainCh11Discrepancy.lean	85f8d7d612821d18bf1e6b36d3ae8a9f28c6af2f	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Cholesky.AasenAdjacentPivotSourceResidualCh11Closure	NumStability/Algorithms/Cholesky/AasenAdjacentPivotSourceResidualCh11Closure.lean	4c4df4fb486028ae11b5ab5d5ad8321765202e88	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagExecutorCh11Closure	NumStability/Algorithms/Cholesky/AasenAdjacentPivotTridiagExecutorCh11Closure.lean	325e042711be98c97bb8a33f8851b0e6ae1712f2	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Cholesky.AasenAdjacentPivotTridiagForwardCounterexampleCh11	NumStability/Algorithms/Cholesky/AasenAdjacentPivotTridiagForwardCounterexampleCh11.lean	630bc0d75dbc523ef13ee2b0202494ceb678be25	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Cholesky.AasenCoupledFpCh11Closure	NumStability/Algorithms/Cholesky/AasenCoupledFpCh11Closure.lean	305edd4d91df87104997809a55c0c9ab8fb4de69	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Cholesky.AasenDirect118Ch11Closure	NumStability/Algorithms/Cholesky/AasenDirect118Ch11Closure.lean	ce0595284de02fbc999902b41685dc7f74389d54	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Cholesky.AasenDirectTridiagGEPPSolveCh11Closure	NumStability/Algorithms/Cholesky/AasenDirectTridiagGEPPSolveCh11Closure.lean	ae0a7e3a77306bfc683a45641e757392b7605ed3	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Cholesky.AasenFactorNormCh11Closure	NumStability/Algorithms/Cholesky/AasenFactorNormCh11Closure.lean	ef2716166471cf0d88204b72d092d74ffa850172	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Cholesky.AasenFactorResidualCh11Closure	NumStability/Algorithms/Cholesky/AasenFactorResidualCh11Closure.lean	cec0c9ab925315bc6fb009fd84d251c95a4fdfb2	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Cholesky.AasenGrowthCh11Closure	NumStability/Algorithms/Cholesky/AasenGrowthCh11Closure.lean	6e4d20bd210c354d5e63ad99ed9dd98f17cf4817	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Cholesky.AasenMiddleGEPPCh11Counterexample	NumStability/Algorithms/Cholesky/AasenMiddleGEPPCh11Counterexample.lean	5f7cf8a406b0e76fd028dba8843f15157b93861e	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Cholesky.AasenOriginalCoordinateCorrectionCh11	NumStability/Algorithms/Cholesky/AasenOriginalCoordinateCorrectionCh11.lean	e26bca51a5bc1e10125d13d9de4bee515111b80d	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Cholesky.AasenPermutationSourceCorrectionCh11	NumStability/Algorithms/Cholesky/AasenPermutationSourceCorrectionCh11.lean	81a8057c8dc01e2ee5305cf3b5f71085d12fd2ea	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Cholesky.AasenPrintedCoefficientAlgebraCh11Closure	NumStability/Algorithms/Cholesky/AasenPrintedCoefficientAlgebraCh11Closure.lean	4cd31ca0c399060579b1b4ae1f5784bfb00aa21a	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Cholesky.AasenSourceSharpFactorResidualCh11Closure	NumStability/Algorithms/Cholesky/AasenSourceSharpFactorResidualCh11Closure.lean	bfa9ee6c8b91bfb8e651fe2b8a053f5227077f8f	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Cholesky.AasenTheorem118ScalarEdgeCh11Discrepancy	NumStability/Algorithms/Cholesky/AasenTheorem118ScalarEdgeCh11Discrepancy.lean	b61c1bf0c556724a8564773df5cf288b2063caa3	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Cholesky.AasenTridiagGEPPCh11Closure	NumStability/Algorithms/Cholesky/AasenTridiagGEPPCh11Closure.lean	f6b94037b8319d5e3dc23905eeffc4652a2a57d4	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Cholesky.AasenUnitOuterSolveCh11Closure	NumStability/Algorithms/Cholesky/AasenUnitOuterSolveCh11Closure.lean	24910ff407faa2f7e09e49634c71846e9f812833	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Cholesky.BlockLDLTAllOneByOnePrintedCh11Closure	NumStability/Algorithms/Cholesky/BlockLDLTAllOneByOnePrintedCh11Closure.lean	98da6966cbc28a8a3ae7cc1f779b77561f35c70f	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Cholesky.BlockLDLTBunchTridiagonalCh11Closure	NumStability/Algorithms/Cholesky/BlockLDLTBunchTridiagonalCh11Closure.lean	6aac19cd9a2604748bd0523e4cd5c96f75e69fb2	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Cholesky.BlockLDLTMixedPivotCh11Closure	NumStability/Algorithms/Cholesky/BlockLDLTMixedPivotCh11Closure.lean	4bbcdf402d4d385ac086778d6de6b3d7d47cbd5d	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Cholesky.BlockLDLTSolveBackwardCh11Closure	NumStability/Algorithms/Cholesky/BlockLDLTSolveBackwardCh11Closure.lean	248b16f5b50beea9e37bbf2298da298268b8c8c1	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Cholesky.BunchKaufmanSolveCh11Closure	NumStability/Algorithms/Cholesky/BunchKaufmanSolveCh11Closure.lean	899a047feb737fa0cfc27c7e0ecfe6fc4f8fc5e0	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Cholesky.BunchTridiagonalActualSolveCh11Closure	NumStability/Algorithms/Cholesky/BunchTridiagonalActualSolveCh11Closure.lean	1489bb7ef4145850826ea529bee0f71ce3f1c734	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Cholesky.BunchTridiagonalCapstoneCh11Closure	NumStability/Algorithms/Cholesky/BunchTridiagonalCapstoneCh11Closure.lean	eb31d13128af752b676f2da7e7bea94eba32a2e5	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Cholesky.BunchTridiagonalFactorBoundCh11Closure	NumStability/Algorithms/Cholesky/BunchTridiagonalFactorBoundCh11Closure.lean	2105d90df9d229ec5993f08af03157f2d911b992	compatibility	-	already_complete	-	-	-	-
